zone,direction,n_2024,n_2025,pct_volume_change,avg_total_cost_2024,avg_total_cost_2025,avg_base_fare_2024,avg_base_fare_2025,low_n_flag
250,pickup,240669,251266,0.04403142905816693,22.488300653593814,22.561488900208275,19.325095338410904,19.41502097378867,false
251,dropoff,67906,71322,0.05030483315170975,24.170273318999712,24.685769888673896,19.57640797573117,20.020048231962114,false
251,pickup,75936,81059,0.06746470712178687,23.625163558786372,23.876324899147477,20.048062710703732,20.466770623866633,false
252,dropoff,123132,132810,0.07859857713673124,26.451035149269995,26.237877192981784,22.732958694734073,22.6114923575032,false
252,pickup,120132,132104,0.09965704391835639,27.718879649052102,27.32562776297398,23.778662554523358,23.503427678192878,false
253,dropoff,4338,4809,0.10857538035961278,25.811491470723812,27.72736951549177,22.388414015675416,24.056425452276972,false
253,pickup,3680,3497,-0.049728260869565166,36.6698885869565,40.33043465827853,31.330244565217402,34.79865885044324,false
254,dropoff,412705,430465,0.04303315927841922,21.54397937994093,21.56835380344194,18.845954204576962,18.91179080761498,false
254,pickup,479701,503949,0.050548153954234065,22.242438727453145,22.161128130024796,19.35820356847278,19.36045568103125,false
255,dropoff,948686,927761,-0.022056823859527785,28.79208859412551,29.90224875803787,24.558072924023524,25.38740097934679,false
255,pickup,1042966,1015495,-0.026339305404011304,31.275986254596084,32.70376486345142,26.505335178712123,27.7093658560602,false
256,dropoff,801537,810107,0.010691958075547348,26.531320700106434,27.6040570319739,22.775188194681085,23.463903546074686,false
256,pickup,854558,848027,-0.0076425473753682915,29.13166770424483,30.375130202227528,24.896758347590385,25.85248977921668,false
257,dropoff,163241,169627,0.03912007400101691,27.87101855538628,28.73016612921177,23.757345274777762,24.44670671532234,false
257,pickup,146970,157455,0.07134109001837108,29.331407430086692,30.046703566097225,24.746672858406484,25.276645517766887,false
258,dropoff,293894,298957,0.017227299638645333,23.47344869238327,23.343123191627697,20.53382430400083,20.4842925905731,false
258,pickup,321434,329936,0.026450219951840825,23.970204396546148,23.925197523153344,20.907955941188646,20.951412395131157,false
259,dropoff,253933,266651,0.050084077295979634,23.233050056509796,23.068359691130663,20.24973524512382,20.169113747932624,false
259,pickup,322763,347244,0.0758482229995383,23.33104209590153,22.902899056568973,20.321696724841633,20.026965073550553,false
260,dropoff,435650,447334,0.02681969470905554,20.79241590726049,20.89154716609593,17.83780908986546,17.927838527811332,false
260,pickup,423379,444180,0.04913092052274681,22.13986980931634,22.03896033139316,18.91855245536517,18.84433313071271,false
261,dropoff,365192,351822,-0.03661087866108792,38.5765324815414,43.239286713165455,31.167262234660036,34.082346186423976,false
261,pickup,373289,363242,-0.026914803275746135,46.391547942743195,51.9409909096414,37.366859591362015,41.28468781143177,false
262,dropoff,312092,289157,-0.0734879458621176,32.62761919561736,34.12179342018063,25.858734892275386,26.732526412986598,false
262,pickup,371586,346085,-0.06862745098039214,34.80037089663703,36.66877151566369,27.384417335421634,28.60840334021993,false
263,dropoff,498273,473548,-0.049621392288966115,31.61370812787223,33.406111840824686,25.046507215923462,26.16471398886688,false
263,pickup,547335,524794,-0.04118318762732143,35.23964690728452,37.22603126179009,27.71549635963308,29.134097760264012,false
264,dropoff,,564,,,48.80070921985815,,43.896063829787245,true
264,pickup,,5,,,23.436,,19.216,true
265,dropoff,4128897,4487412,0.08683069594615711,86.29271934609675,85.34592461088783,69.87087427223176,70.41815176765637,false
265,pickup,4002,4127,0.031234382808595695,27.644372813593176,29.11179064695905,24.842718640679642,25.803518294160398,false
