zone,direction,year,month,n_trips,log_n_trips,post,Borough,zone_name,service_zone,crz_zone,charged_share_2024_geo
39,dropoff,2024,5,142923,11.870061302681107,0,Brooklyn,Canarsie,Boro Zone,false,0.0168
39,dropoff,2024,6,141744,11.861777892651814,0,Brooklyn,Canarsie,Boro Zone,false,0.0168
39,dropoff,2025,2,133489,11.801774356423877,1,Brooklyn,Canarsie,Boro Zone,false,0.0168
39,dropoff,2025,3,145105,11.885212897272378,1,Brooklyn,Canarsie,Boro Zone,false,0.0168
39,dropoff,2025,4,139719,11.847388541723669,1,Brooklyn,Canarsie,Boro Zone,false,0.0168
39,dropoff,2025,5,148824,11.910519678697824,1,Brooklyn,Canarsie,Boro Zone,false,0.0168
39,dropoff,2025,6,145552,11.888288690061843,1,Brooklyn,Canarsie,Boro Zone,false,0.0168
39,pickup,2024,2,136568,11.824577938060589,0,Brooklyn,Canarsie,Boro Zone,false,0.0138
39,pickup,2024,3,154847,11.950192811626335,0,Brooklyn,Canarsie,Boro Zone,false,0.0138
39,pickup,2024,4,142404,11.86642336745314,0,Brooklyn,Canarsie,Boro Zone,false,0.0138
39,pickup,2024,5,148669,11.90947763727819,0,Brooklyn,Canarsie,Boro Zone,false,0.0138
39,pickup,2024,6,147977,11.904812135264175,0,Brooklyn,Canarsie,Boro Zone,false,0.0138
39,pickup,2025,2,139052,11.842603242874025,1,Brooklyn,Canarsie,Boro Zone,false,0.0138
39,pickup,2025,3,151645,11.929297541917068,1,Brooklyn,Canarsie,Boro Zone,false,0.0138
39,pickup,2025,4,145540,11.888206241901077,1,Brooklyn,Canarsie,Boro Zone,false,0.0138
39,pickup,2025,5,155756,11.956045959182175,1,Brooklyn,Canarsie,Boro Zone,false,0.0138
39,pickup,2025,6,151568,11.928789648115316,1,Brooklyn,Canarsie,Boro Zone,false,0.0138
40,dropoff,2024,2,45688,10.7295909603447,0,Brooklyn,Carroll Gardens,Boro Zone,false,0.213
40,dropoff,2024,3,49134,10.802306538498243,0,Brooklyn,Carroll Gardens,Boro Zone,false,0.213
40,dropoff,2024,4,45349,10.722143404583514,0,Brooklyn,Carroll Gardens,Boro Zone,false,0.213
40,dropoff,2024,5,47120,10.760452818325469,0,Brooklyn,Carroll Gardens,Boro Zone,false,0.213
40,dropoff,2024,6,45956,10.735439695973255,0,Brooklyn,Carroll Gardens,Boro Zone,false,0.213
40,dropoff,2025,2,47538,10.769284670193297,1,Brooklyn,Carroll Gardens,Boro Zone,false,0.213
40,dropoff,2025,3,46171,10.740107174352467,1,Brooklyn,Carroll Gardens,Boro Zone,false,0.213
40,dropoff,2025,4,45331,10.721746404137187,1,Brooklyn,Carroll Gardens,Boro Zone,false,0.213
40,dropoff,2025,5,52090,10.860728270739237,1,Brooklyn,Carroll Gardens,Boro Zone,false,0.213
40,dropoff,2025,6,45628,10.728276842147789,1,Brooklyn,Carroll Gardens,Boro Zone,false,0.213
40,pickup,2024,2,45284,10.720709048198,0,Brooklyn,Carroll Gardens,Boro Zone,false,0.1744
40,pickup,2024,3,48284,10.784855521821017,0,Brooklyn,Carroll Gardens,Boro Zone,false,0.1744
40,pickup,2024,4,44462,10.702390170761937,0,Brooklyn,Carroll Gardens,Boro Zone,false,0.1744
40,pickup,2024,5,48321,10.785621527758789,0,Brooklyn,Carroll Gardens,Boro Zone,false,0.1744
40,pickup,2024,6,46728,10.752098835720146,0,Brooklyn,Carroll Gardens,Boro Zone,false,0.1744
40,pickup,2025,2,46670,10.75085683894386,1,Brooklyn,Carroll Gardens,Boro Zone,false,0.1744
40,pickup,2025,3,48683,10.793085172154122,1,Brooklyn,Carroll Gardens,Boro Zone,false,0.1744
40,pickup,2025,4,47635,10.77132306414088,1,Brooklyn,Carroll Gardens,Boro Zone,false,0.1744
40,pickup,2025,5,54636,10.908448285122782,1,Brooklyn,Carroll Gardens,Boro Zone,false,0.1744
40,pickup,2025,6,48157,10.78222178568365,1,Brooklyn,Carroll Gardens,Boro Zone,false,0.1744
41,dropoff,2024,2,118426,11.682043571919273,0,Manhattan,Central Harlem,Boro Zone,false,0.1464
41,dropoff,2024,3,128397,11.762882305479062,0,Manhattan,Central Harlem,Boro Zone,false,0.1464
41,dropoff,2024,4,117439,11.673674328825713,0,Manhattan,Central Harlem,Boro Zone,false,0.1464
41,dropoff,2024,5,120792,11.701825337124305,0,Manhattan,Central Harlem,Boro Zone,false,0.1464
41,dropoff,2024,6,120845,11.702264011672076,0,Manhattan,Central Harlem,Boro Zone,false,0.1464
41,dropoff,2025,2,115430,11.656419564608958,1,Manhattan,Central Harlem,Boro Zone,false,0.1464
41,dropoff,2025,3,121210,11.705279857464557,1,Manhattan,Central Harlem,Boro Zone,false,0.1464
41,dropoff,2025,4,117281,11.672328043687129,1,Manhattan,Central Harlem,Boro Zone,false,0.1464
41,dropoff,2025,5,121801,11.710143844404854,1,Manhattan,Central Harlem,Boro Zone,false,0.1464
41,dropoff,2025,6,114455,11.647937011626105,1,Manhattan,Central Harlem,Boro Zone,false,0.1464
41,pickup,2024,2,127644,11.757000418039665,0,Manhattan,Central Harlem,Boro Zone,false,0.1236
41,pickup,2024,3,138835,11.841041456650789,0,Manhattan,Central Harlem,Boro Zone,false,0.1236
41,pickup,2024,4,130407,11.778415608015512,0,Manhattan,Central Harlem,Boro Zone,false,0.1236
41,pickup,2024,5,133181,11.799464384271355,0,Manhattan,Central Harlem,Boro Zone,false,0.1236
41,pickup,2024,6,132093,11.791261498947419,0,Manhattan,Central Harlem,Boro Zone,false,0.1236
41,pickup,2025,2,128155,11.760995747808296,1,Manhattan,Central Harlem,Boro Zone,false,0.1236
41,pickup,2025,3,133745,11.803690280881915,1,Manhattan,Central Harlem,Boro Zone,false,0.1236
41,pickup,2025,4,129529,11.771660073275246,1,Manhattan,Central Harlem,Boro Zone,false,0.1236
41,pickup,2025,5,133941,11.805154683465735,1,Manhattan,Central Harlem,Boro Zone,false,0.1236
41,pickup,2025,6,127826,11.758425243113374,1,Manhattan,Central Harlem,Boro Zone,false,0.1236
42,dropoff,2024,2,164390,12.009996932503556,0,Manhattan,Central Harlem North,Boro Zone,false,0.1173
42,dropoff,2024,3,179768,12.099422409651769,0,Manhattan,Central Harlem North,Boro Zone,false,0.1173
42,dropoff,2024,4,164230,12.009023163331607,0,Manhattan,Central Harlem North,Boro Zone,false,0.1173
42,dropoff,2024,5,165019,12.013815897768442,0,Manhattan,Central Harlem North,Boro Zone,false,0.1173
42,dropoff,2024,6,163615,12.00527138598935,0,Manhattan,Central Harlem North,Boro Zone,false,0.1173
42,dropoff,2025,2,156991,11.963943757846549,1,Manhattan,Central Harlem North,Boro Zone,false,0.1173
42,dropoff,2025,3,169272,12.039262167556124,1,Manhattan,Central Harlem North,Boro Zone,false,0.1173
42,dropoff,2025,4,160496,11.986024299123267,1,Manhattan,Central Harlem North,Boro Zone,false,0.1173
42,dropoff,2025,5,162278,11.99706619286682,1,Manhattan,Central Harlem North,Boro Zone,false,0.1173
42,dropoff,2025,6,153968,11.944500067596183,1,Manhattan,Central Harlem North,Boro Zone,false,0.1173
42,pickup,2024,2,178103,12.090117313605285,0,Manhattan,Central Harlem North,Boro Zone,false,0.1009
42,pickup,2024,3,195295,12.182266514898538,0,Manhattan,Central Harlem North,Boro Zone,false,0.1009
42,pickup,2024,4,180317,12.102471692045587,0,Manhattan,Central Harlem North,Boro Zone,false,0.1009
42,pickup,2024,5,183034,12.117427206916023,0,Manhattan,Central Harlem North,Boro Zone,false,0.1009
42,pickup,2024,6,179461,12.097713193108897,0,Manhattan,Central Harlem North,Boro Zone,false,0.1009
42,pickup,2025,2,174457,12.069433571920523,1,Manhattan,Central Harlem North,Boro Zone,false,0.1009
42,pickup,2025,3,188093,12.144691800348914,1,Manhattan,Central Harlem North,Boro Zone,false,0.1009
42,pickup,2025,4,179298,12.09680450504133,1,Manhattan,Central Harlem North,Boro Zone,false,0.1009
42,pickup,2025,5,182597,12.115036817654262,1,Manhattan,Central Harlem North,Boro Zone,false,0.1009
42,pickup,2025,6,172409,12.057624840025474,1,Manhattan,Central Harlem North,Boro Zone,false,0.1009
43,dropoff,2024,2,34106,10.43722860087286,0,Manhattan,Central Park,Yellow Zone,false,0.5301
43,dropoff,2024,3,40683,10.613565593756055,0,Manhattan,Central Park,Yellow Zone,false,0.5301
43,dropoff,2024,4,42463,10.656388387495186,0,Manhattan,Central Park,Yellow Zone,false,0.5301
43,dropoff,2024,5,45951,10.735330890332664,0,Manhattan,Central Park,Yellow Zone,false,0.5301
43,dropoff,2024,6,46813,10.753916221110412,0,Manhattan,Central Park,Yellow Zone,false,0.5301
43,dropoff,2025,2,34229,10.440828516957847,1,Manhattan,Central Park,Yellow Zone,false,0.5301
43,dropoff,2025,3,35964,10.490273717104664,1,Manhattan,Central Park,Yellow Zone,false,0.5301
43,dropoff,2025,4,42574,10.658999017292624,1,Manhattan,Central Park,Yellow Zone,false,0.5301
43,dropoff,2025,5,46183,10.740367043985996,1,Manhattan,Central Park,Yellow Zone,false,0.5301
43,dropoff,2025,6,43636,10.683637776717648,1,Manhattan,Central Park,Yellow Zone,false,0.5301
43,pickup,2024,2,23060,10.04585479382305,0,Manhattan,Central Park,Yellow Zone,false,0.4861
43,pickup,2024,3,28109,10.243845088739151,0,Manhattan,Central Park,Yellow Zone,false,0.4861
43,pickup,2024,4,30394,10.32200049949355,0,Manhattan,Central Park,Yellow Zone,false,0.4861
43,pickup,2024,5,34432,10.446741643521456,0,Manhattan,Central Park,Yellow Zone,false,0.4861
43,pickup,2024,6,34327,10.443687495508296,0,Manhattan,Central Park,Yellow Zone,false,0.4861
43,pickup,2025,2,23183,10.051174530434894,1,Manhattan,Central Park,Yellow Zone,false,0.4861
43,pickup,2025,3,25701,10.154285180632154,1,Manhattan,Central Park,Yellow Zone,false,0.4861
43,pickup,2025,4,30197,10.315497860680296,1,Manhattan,Central Park,Yellow Zone,false,0.4861
43,pickup,2025,5,33378,10.415652279303348,1,Manhattan,Central Park,Yellow Zone,false,0.4861
43,pickup,2025,6,31202,10.348237474307195,1,Manhattan,Central Park,Yellow Zone,false,0.4861
44,dropoff,2024,2,7178,8.878776071707552,0,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0316
44,dropoff,2024,3,8204,9.012377119192271,0,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0316
44,dropoff,2024,4,7800,8.961879012677683,0,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0316
44,dropoff,2024,5,8368,9.032170186304704,0,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0316
44,dropoff,2024,6,8586,9.057888248784506,0,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0316
44,dropoff,2025,2,8078,8.996899596123358,1,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0316
44,dropoff,2025,3,8978,9.102532419341877,1,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0316
44,dropoff,2025,4,8479,9.045347797304004,1,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0316
44,dropoff,2025,5,9699,9.179778066393542,1,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0316
44,dropoff,2025,6,9899,9.200189020919808,1,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0316
44,pickup,2024,2,7140,8.87346805533363,0,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0161
44,pickup,2024,3,7992,8.98619632032839,0,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0161
44,pickup,2024,4,7766,8.957510510291613,0,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0161
44,pickup,2024,5,8287,9.022443300849043,0,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0161
44,pickup,2024,6,8495,9.047233034106032,0,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0161
44,pickup,2025,2,8211,9.01322999770879,1,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0161
44,pickup,2025,3,9008,9.105868350379472,1,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0161
44,pickup,2025,4,8342,9.02905827475689,1,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0161
44,pickup,2025,5,9654,9.175127616220438,1,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0161
44,pickup,2025,6,9809,9.191055610564316,1,Staten Island,Charleston/Tottenville,Boro Zone,false,0.0161
45,dropoff,2024,2,45506,10.725599464377073,0,Manhattan,Chinatown,Yellow Zone,true,1.0
45,dropoff,2024,3,46906,10.755900878021523,0,Manhattan,Chinatown,Yellow Zone,true,1.0
45,dropoff,2024,4,42240,10.651122918380143,0,Manhattan,Chinatown,Yellow Zone,true,1.0
45,dropoff,2024,5,45697,10.729787929213312,0,Manhattan,Chinatown,Yellow Zone,true,1.0
45,dropoff,2024,6,43330,10.676600514733956,0,Manhattan,Chinatown,Yellow Zone,true,1.0
45,dropoff,2025,2,42262,10.651643616126872,1,Manhattan,Chinatown,Yellow Zone,true,1.0
45,dropoff,2025,3,43280,10.675445913520363,1,Manhattan,Chinatown,Yellow Zone,true,1.0
45,dropoff,2025,4,42499,10.657235825223923,1,Manhattan,Chinatown,Yellow Zone,true,1.0
45,dropoff,2025,5,44976,10.713884293146313,1,Manhattan,Chinatown,Yellow Zone,true,1.0
45,dropoff,2025,6,41451,10.63226728572478,1,Manhattan,Chinatown,Yellow Zone,true,1.0
45,pickup,2024,2,51630,10.851858177873694,0,Manhattan,Chinatown,Yellow Zone,true,1.0
45,pickup,2024,3,54261,10.901561015825624,0,Manhattan,Chinatown,Yellow Zone,true,1.0
45,pickup,2024,4,48061,10.780226316398169,0,Manhattan,Chinatown,Yellow Zone,true,1.0
45,pickup,2024,5,52078,10.8604978736873,0,Manhattan,Chinatown,Yellow Zone,true,1.0
45,pickup,2024,6,49615,10.812048486348342,0,Manhattan,Chinatown,Yellow Zone,true,1.0
45,pickup,2025,2,48518,10.789690142092997,1,Manhattan,Chinatown,Yellow Zone,true,1.0
45,pickup,2025,3,49401,10.807725945886109,1,Manhattan,Chinatown,Yellow Zone,true,1.0
45,pickup,2025,4,49116,10.801940126280403,1,Manhattan,Chinatown,Yellow Zone,true,1.0
45,pickup,2025,5,51373,10.846868021600375,1,Manhattan,Chinatown,Yellow Zone,true,1.0
45,pickup,2025,6,47400,10.766377507683169,1,Manhattan,Chinatown,Yellow Zone,true,1.0
46,dropoff,2024,2,3146,8.053887083618223,0,Bronx,City Island,Boro Zone,false,0.0387
46,dropoff,2024,3,3946,8.28045768658256,0,Bronx,City Island,Boro Zone,false,0.0387
46,dropoff,2024,4,3848,8.255308811785596,0,Bronx,City Island,Boro Zone,false,0.0387
46,dropoff,2024,5,4929,8.502891406705377,0,Bronx,City Island,Boro Zone,false,0.0387
46,dropoff,2024,6,5927,8.687273461787838,0,Bronx,City Island,Boro Zone,false,0.0387
46,dropoff,2025,2,3390,8.128585200374497,1,Bronx,City Island,Boro Zone,false,0.0387
46,dropoff,2025,3,4220,8.347590407030058,1,Bronx,City Island,Boro Zone,false,0.0387
46,dropoff,2025,4,4191,8.340694647925071,1,Bronx,City Island,Boro Zone,false,0.0387
46,dropoff,2025,5,5194,8.555259392222693,1,Bronx,City Island,Boro Zone,false,0.0387
46,dropoff,2025,6,6019,8.70267641154777,1,Bronx,City Island,Boro Zone,false,0.0387
46,pickup,2024,2,2870,7.962067308753666,0,Bronx,City Island,Boro Zone,false,0.0338
46,pickup,2024,3,3566,8.179199798423086,0,Bronx,City Island,Boro Zone,false,0.0338
46,pickup,2024,4,3540,8.17188200612782,0,Bronx,City Island,Boro Zone,false,0.0338
46,pickup,2024,5,4613,8.43663368355782,0,Bronx,City Island,Boro Zone,false,0.0338
46,pickup,2024,6,5444,8.602269363771356,0,Bronx,City Island,Boro Zone,false,0.0338
46,pickup,2025,2,3134,8.050065422915965,1,Bronx,City Island,Boro Zone,false,0.0338
46,pickup,2025,3,3829,8.250358951477294,1,Bronx,City Island,Boro Zone,false,0.0338
46,pickup,2025,4,3702,8.216628493133443,1,Bronx,City Island,Boro Zone,false,0.0338
46,pickup,2025,5,4633,8.440959885416648,1,Bronx,City Island,Boro Zone,false,0.0338
46,pickup,2025,6,5496,8.611775833902186,1,Bronx,City Island,Boro Zone,false,0.0338
47,dropoff,2024,2,60575,11.011637545684726,0,Bronx,Claremont/Bathgate,Boro Zone,false,0.0282
47,dropoff,2024,3,69354,11.146979102522323,0,Bronx,Claremont/Bathgate,Boro Zone,false,0.0282
47,dropoff,2024,4,61363,11.024562326632154,0,Bronx,Claremont/Bathgate,Boro Zone,false,0.0282
47,dropoff,2024,5,63439,11.057834093258894,0,Bronx,Claremont/Bathgate,Boro Zone,false,0.0282
47,dropoff,2024,6,60896,11.016922770095876,0,Bronx,Claremont/Bathgate,Boro Zone,false,0.0282
47,dropoff,2025,2,62527,11.043353742439358,1,Bronx,Claremont/Bathgate,Boro Zone,false,0.0282
47,dropoff,2025,3,68701,11.13751903414526,1,Bronx,Claremont/Bathgate,Boro Zone,false,0.0282
47,dropoff,2025,4,62779,11.047375901629389,1,Bronx,Claremont/Bathgate,Boro Zone,false,0.0282
47,dropoff,2025,5,65989,11.097243340451463,1,Bronx,Claremont/Bathgate,Boro Zone,false,0.0282
47,dropoff,2025,6,61824,11.03204691757219,1,Bronx,Claremont/Bathgate,Boro Zone,false,0.0282
47,pickup,2024,2,63768,11.063006776107759,0,Bronx,Claremont/Bathgate,Boro Zone,false,0.0286
47,pickup,2024,3,72574,11.192362009948436,0,Bronx,Claremont/Bathgate,Boro Zone,false,0.0286
47,pickup,2024,4,65181,11.084923294403351,0,Bronx,Claremont/Bathgate,Boro Zone,false,0.0286
47,pickup,2024,5,67013,11.112641909402493,0,Bronx,Claremont/Bathgate,Boro Zone,false,0.0286
47,pickup,2024,6,64647,11.076696979411022,0,Bronx,Claremont/Bathgate,Boro Zone,false,0.0286
47,pickup,2025,2,65422,11.088613872315685,1,Bronx,Claremont/Bathgate,Boro Zone,false,0.0286
47,pickup,2025,3,72590,11.192582450278886,1,Bronx,Claremont/Bathgate,Boro Zone,false,0.0286
47,pickup,2025,4,66076,11.098560873675032,1,Bronx,Claremont/Bathgate,Boro Zone,false,0.0286
47,pickup,2025,5,69386,11.147440397038215,1,Bronx,Claremont/Bathgate,Boro Zone,false,0.0286
47,pickup,2025,6,64573,11.075551645746119,1,Bronx,Claremont/Bathgate,Boro Zone,false,0.0286
48,dropoff,2024,2,157761,11.968836508558766,0,Manhattan,Clinton East,Yellow Zone,true,1.0
48,dropoff,2024,3,172184,12.056318951444014,0,Manhattan,Clinton East,Yellow Zone,true,1.0
48,dropoff,2024,4,155146,11.952121888042406,0,Manhattan,Clinton East,Yellow Zone,true,1.0
48,dropoff,2024,5,162763,12.000050433992945,0,Manhattan,Clinton East,Yellow Zone,true,1.0
48,dropoff,2024,6,162507,11.998476356747222,0,Manhattan,Clinton East,Yellow Zone,true,1.0
48,dropoff,2025,2,147403,11.900925611311806,1,Manhattan,Clinton East,Yellow Zone,true,1.0
48,dropoff,2025,3,156345,11.959820382841531,1,Manhattan,Clinton East,Yellow Zone,true,1.0
48,dropoff,2025,4,148690,11.90961888069127,1,Manhattan,Clinton East,Yellow Zone,true,1.0
48,dropoff,2025,5,150867,11.924153932967497,1,Manhattan,Clinton East,Yellow Zone,true,1.0
48,dropoff,2025,6,146368,11.893879277382453,1,Manhattan,Clinton East,Yellow Zone,true,1.0
48,pickup,2024,2,188051,12.144468481618988,0,Manhattan,Clinton East,Yellow Zone,true,1.0
48,pickup,2024,3,207404,12.24242386099467,0,Manhattan,Clinton East,Yellow Zone,true,1.0
48,pickup,2024,4,189889,12.154194969898844,0,Manhattan,Clinton East,Yellow Zone,true,1.0
48,pickup,2024,5,204697,12.229286115948435,0,Manhattan,Clinton East,Yellow Zone,true,1.0
48,pickup,2024,6,204672,12.229163976753572,0,Manhattan,Clinton East,Yellow Zone,true,1.0
48,pickup,2025,2,182333,12.113589964580772,1,Manhattan,Clinton East,Yellow Zone,true,1.0
48,pickup,2025,3,196145,12.186609460616909,1,Manhattan,Clinton East,Yellow Zone,true,1.0
48,pickup,2025,4,187878,12.14354809499166,1,Manhattan,Clinton East,Yellow Zone,true,1.0
48,pickup,2025,5,198611,12.199103416773365,1,Manhattan,Clinton East,Yellow Zone,true,1.0
48,pickup,2025,6,189441,12.151832909380062,1,Manhattan,Clinton East,Yellow Zone,true,1.0
49,dropoff,2024,2,123056,11.720394815296835,0,Brooklyn,Clinton Hill,Boro Zone,false,0.1711
49,dropoff,2024,3,134649,11.810426671550452,0,Brooklyn,Clinton Hill,Boro Zone,false,0.1711
49,dropoff,2024,4,122255,11.713864306296246,0,Brooklyn,Clinton Hill,Boro Zone,false,0.1711
49,dropoff,2024,5,124745,11.734026932650213,0,Brooklyn,Clinton Hill,Boro Zone,false,0.1711
49,dropoff,2024,6,119170,11.688306324084852,0,Brooklyn,Clinton Hill,Boro Zone,false,0.1711
49,dropoff,2025,2,124675,11.733465630414324,1,Brooklyn,Clinton Hill,Boro Zone,false,0.1711
49,dropoff,2025,3,126456,11.747649700557231,1,Brooklyn,Clinton Hill,Boro Zone,false,0.1711
49,dropoff,2025,4,121613,11.708599150694699,1,Brooklyn,Clinton Hill,Boro Zone,false,0.1711
49,dropoff,2025,5,130807,11.781478233392834,1,Brooklyn,Clinton Hill,Boro Zone,false,0.1711
49,dropoff,2025,6,114091,11.644751654562082,1,Brooklyn,Clinton Hill,Boro Zone,false,0.1711
49,pickup,2024,2,121966,11.71149759634994,0,Brooklyn,Clinton Hill,Boro Zone,false,0.1469
49,pickup,2024,3,132105,11.79135233990767,0,Brooklyn,Clinton Hill,Boro Zone,false,0.1469
49,pickup,2024,4,119785,11.693453748143089,0,Brooklyn,Clinton Hill,Boro Zone,false,0.1469
49,pickup,2024,5,123873,11.727012126194182,0,Brooklyn,Clinton Hill,Boro Zone,false,0.1469
49,pickup,2024,6,117687,11.675783836850918,0,Brooklyn,Clinton Hill,Boro Zone,false,0.1469
49,pickup,2025,2,123542,11.724336458207402,1,Brooklyn,Clinton Hill,Boro Zone,false,0.1469
49,pickup,2025,3,125531,11.740308019003738,1,Brooklyn,Clinton Hill,Boro Zone,false,0.1469
49,pickup,2025,4,120015,11.695372013952333,1,Brooklyn,Clinton Hill,Boro Zone,false,0.1469
49,pickup,2025,5,131451,11.786389437584397,1,Brooklyn,Clinton Hill,Boro Zone,false,0.1469
49,pickup,2025,6,114898,11.651800057244971,1,Brooklyn,Clinton Hill,Boro Zone,false,0.1469
50,dropoff,2024,2,95042,11.462074178146098,0,Manhattan,Clinton West,Yellow Zone,true,1.0
50,dropoff,2024,3,98923,11.502097048712885,0,Manhattan,Clinton West,Yellow Zone,true,1.0
50,dropoff,2024,4,96484,11.477132470471414,0,Manhattan,Clinton West,Yellow Zone,true,1.0
50,dropoff,2024,5,101268,11.525525746945966,0,Manhattan,Clinton West,Yellow Zone,true,1.0
50,dropoff,2024,6,97352,11.486088555016636,0,Manhattan,Clinton West,Yellow Zone,true,1.0
50,dropoff,2025,2,83493,11.33251807498949,1,Manhattan,Clinton West,Yellow Zone,true,1.0
50,dropoff,2025,3,85551,11.356867968322742,1,Manhattan,Clinton West,Yellow Zone,true,1.0
50,dropoff,2025,4,88611,11.392011282385635,1,Manhattan,Clinton West,Yellow Zone,true,1.0
50,dropoff,2025,5,91390,11.422891342266247,1,Manhattan,Clinton West,Yellow Zone,true,1.0
50,dropoff,2025,6,84937,11.34966508419479,1,Manhattan,Clinton West,Yellow Zone,true,1.0
50,pickup,2024,2,113159,11.636549188331564,0,Manhattan,Clinton West,Yellow Zone,true,1.0
50,pickup,2024,3,120536,11.699703742481125,0,Manhattan,Clinton West,Yellow Zone,true,1.0
50,pickup,2024,4,114826,11.651173218060928,0,Manhattan,Clinton West,Yellow Zone,true,1.0
50,pickup,2024,5,122888,11.719028650428982,0,Manhattan,Clinton West,Yellow Zone,true,1.0
50,pickup,2024,6,119650,11.692326093336519,0,Manhattan,Clinton West,Yellow Zone,true,1.0
50,pickup,2025,2,102836,11.54089076525193,1,Manhattan,Clinton West,Yellow Zone,true,1.0
50,pickup,2025,3,106399,11.574951457349274,1,Manhattan,Clinton West,Yellow Zone,true,1.0
50,pickup,2025,4,108183,11.591579516599419,1,Manhattan,Clinton West,Yellow Zone,true,1.0
50,pickup,2025,5,110152,11.609616509124209,1,Manhattan,Clinton West,Yellow Zone,true,1.0
50,pickup,2025,6,106385,11.574819868507818,1,Manhattan,Clinton West,Yellow Zone,true,1.0
51,dropoff,2024,2,68343,11.132294422862065,0,Bronx,Co-Op City,Boro Zone,false,0.024
51,dropoff,2024,3,76258,11.241877606998933,0,Bronx,Co-Op City,Boro Zone,false,0.024
51,dropoff,2024,4,68661,11.13693663142645,0,Bronx,Co-Op City,Boro Zone,false,0.024
51,dropoff,2024,5,71550,11.178151784984596,0,Bronx,Co-Op City,Boro Zone,false,0.024
51,dropoff,2024,6,73823,11.20942561515135,0,Bronx,Co-Op City,Boro Zone,false,0.024
51,dropoff,2025,2,68667,11.137024013460758,1,Bronx,Co-Op City,Boro Zone,false,0.024
51,dropoff,2025,3,73185,11.200745760918048,1,Bronx,Co-Op City,Boro Zone,false,0.024
51,dropoff,2025,4,70918,11.169279559000872,1,Bronx,Co-Op City,Boro Zone,false,0.024
51,dropoff,2025,5,77650,11.259966828576832,1,Bronx,Co-Op City,Boro Zone,false,0.024
51,dropoff,2025,6,73197,11.200909715502995,1,Bronx,Co-Op City,Boro Zone,false,0.024
51,pickup,2024,2,72650,11.19340866899843,0,Bronx,Co-Op City,Boro Zone,false,0.0201
51,pickup,2024,3,81368,11.306737354305431,0,Bronx,Co-Op City,Boro Zone,false,0.0201
51,pickup,2024,4,74296,11.215812393455844,0,Bronx,Co-Op City,Boro Zone,false,0.0201
51,pickup,2024,5,75754,11.235246527257994,0,Bronx,Co-Op City,Boro Zone,false,0.0201
51,pickup,2024,6,77924,11.263489271701095,0,Bronx,Co-Op City,Boro Zone,false,0.0201
51,pickup,2025,2,74145,11.21377791440917,1,Bronx,Co-Op City,Boro Zone,false,0.0201
51,pickup,2025,3,79130,11.27884734860324,1,Bronx,Co-Op City,Boro Zone,false,0.0201
51,pickup,2025,4,76274,11.242087399043339,1,Bronx,Co-Op City,Boro Zone,false,0.0201
51,pickup,2025,5,83827,11.336510430280342,1,Bronx,Co-Op City,Boro Zone,false,0.0201
51,pickup,2025,6,79500,11.283512300642423,1,Bronx,Co-Op City,Boro Zone,false,0.0201
52,dropoff,2024,2,27682,10.228537661456647,0,Brooklyn,Cobble Hill,Boro Zone,false,0.2322
52,dropoff,2024,3,29540,10.293500556085371,0,Brooklyn,Cobble Hill,Boro Zone,false,0.2322
52,dropoff,2024,4,27087,10.206809186975589,0,Brooklyn,Cobble Hill,Boro Zone,false,0.2322
52,dropoff,2024,5,27892,10.2360951883409,0,Brooklyn,Cobble Hill,Boro Zone,false,0.2322
52,dropoff,2024,6,26811,10.196567530049501,0,Brooklyn,Cobble Hill,Boro Zone,false,0.2322
52,dropoff,2025,2,28443,10.255657363586069,1,Brooklyn,Cobble Hill,Boro Zone,false,0.2322
52,dropoff,2025,3,28241,10.248530101745105,1,Brooklyn,Cobble Hill,Boro Zone,false,0.2322
52,dropoff,2025,4,27628,10.226585030208863,1,Brooklyn,Cobble Hill,Boro Zone,false,0.2322
52,dropoff,2025,5,29797,10.302162996284876,1,Brooklyn,Cobble Hill,Boro Zone,false,0.2322
52,dropoff,2025,6,26426,10.182103652974162,1,Brooklyn,Cobble Hill,Boro Zone,false,0.2322
52,pickup,2024,2,31353,10.353065235262614,0,Brooklyn,Cobble Hill,Boro Zone,false,0.1998
52,pickup,2024,3,33600,10.422281345951296,0,Brooklyn,Cobble Hill,Boro Zone,false,0.1998
