zone,direction,year,month,n_trips,log_n_trips,post,Borough,zone_name,service_zone,crz_zone,charged_share_2024_geo
192,pickup,2024,6,25340,10.14013945387513,0,Queens,Queensboro Hill,Boro Zone,false,0.0352
192,pickup,2025,2,24953,10.12474933443232,1,Queens,Queensboro Hill,Boro Zone,false,0.0352
192,pickup,2025,3,26390,10.18074042949737,1,Queens,Queensboro Hill,Boro Zone,false,0.0352
192,pickup,2025,4,24843,10.12033130170181,1,Queens,Queensboro Hill,Boro Zone,false,0.0352
192,pickup,2025,5,27734,10.23041437631381,1,Queens,Queensboro Hill,Boro Zone,false,0.0352
192,pickup,2025,6,27196,10.21082518264635,1,Queens,Queensboro Hill,Boro Zone,false,0.0352
193,dropoff,2024,2,25775,10.15716030888516,0,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1051
193,dropoff,2024,3,30135,10.313442565917144,0,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1051
193,dropoff,2024,4,26595,10.188478507176418,0,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1051
193,dropoff,2024,5,29203,10.282026722705035,0,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1051
193,dropoff,2024,6,29804,10.302397891673618,0,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1051
193,dropoff,2025,2,27730,10.230270138609823,1,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1051
193,dropoff,2025,3,31599,10.360880753504652,1,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1051
193,dropoff,2025,4,30538,10.326727088743457,1,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1051
193,dropoff,2025,5,35205,10.468943396953234,1,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1051
193,dropoff,2025,6,34983,10.462617508188442,1,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1051
193,pickup,2024,2,25913,10.16250005226458,0,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1083
193,pickup,2024,3,30006,10.309152640646959,0,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1083
193,pickup,2024,4,27061,10.205848855956967,0,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1083
193,pickup,2024,5,28629,10.262175469085363,0,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1083
193,pickup,2024,6,30162,10.31433813292063,0,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1083
193,pickup,2025,2,27767,10.231603544216687,1,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1083
193,pickup,2025,3,31839,10.368447232429933,1,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1083
193,pickup,2025,4,30437,10.323414252585296,1,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1083
193,pickup,2025,5,35142,10.467152275317837,1,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1083
193,pickup,2025,6,35017,10.463588936836263,1,Queens,Queensbridge/Ravenswood,Boro Zone,false,0.1083
194,dropoff,2024,2,4863,8.489410810403786,0,Manhattan,Randalls Island,Yellow Zone,false,0.1291
194,dropoff,2024,3,5915,8.685246776412487,0,Manhattan,Randalls Island,Yellow Zone,false,0.1291
194,dropoff,2024,4,9043,9.10974625674048,0,Manhattan,Randalls Island,Yellow Zone,false,0.1291
194,dropoff,2024,5,8863,9.089640586738398,0,Manhattan,Randalls Island,Yellow Zone,false,0.1291
194,dropoff,2024,6,9210,9.128045129249353,0,Manhattan,Randalls Island,Yellow Zone,false,0.1291
194,dropoff,2025,2,5869,8.677439540558334,1,Manhattan,Randalls Island,Yellow Zone,false,0.1291
194,dropoff,2025,3,10306,9.24048152888817,1,Manhattan,Randalls Island,Yellow Zone,false,0.1291
194,dropoff,2025,4,12261,9.414178772232386,1,Manhattan,Randalls Island,Yellow Zone,false,0.1291
194,dropoff,2025,5,9126,9.118882761487347,1,Manhattan,Randalls Island,Yellow Zone,false,0.1291
194,dropoff,2025,6,8022,8.989943046329998,1,Manhattan,Randalls Island,Yellow Zone,false,0.1291
194,pickup,2024,2,2111,7.65491704784832,0,Manhattan,Randalls Island,Yellow Zone,false,0.2038
194,pickup,2024,3,2522,7.8328075165248645,0,Manhattan,Randalls Island,Yellow Zone,false,0.2038
194,pickup,2024,4,4203,8.343553835005117,0,Manhattan,Randalls Island,Yellow Zone,false,0.2038
194,pickup,2024,5,4021,8.299285906897275,0,Manhattan,Randalls Island,Yellow Zone,false,0.2038
194,pickup,2024,6,4372,8.382975849296429,0,Manhattan,Randalls Island,Yellow Zone,false,0.2038
194,pickup,2025,2,2794,7.935229539816907,1,Manhattan,Randalls Island,Yellow Zone,false,0.2038
194,pickup,2025,3,5762,8.659039915644474,1,Manhattan,Randalls Island,Yellow Zone,false,0.2038
194,pickup,2025,4,7156,8.87570644462861,1,Manhattan,Randalls Island,Yellow Zone,false,0.2038
194,pickup,2025,5,4730,8.46168048148598,1,Manhattan,Randalls Island,Yellow Zone,false,0.2038
194,pickup,2025,6,4202,8.343315881404946,1,Manhattan,Randalls Island,Yellow Zone,false,0.2038
195,dropoff,2024,2,33604,10.422400386484737,0,Brooklyn,Red Hook,Boro Zone,false,0.1545
195,dropoff,2024,3,38093,10.547785817200792,0,Brooklyn,Red Hook,Boro Zone,false,0.1545
195,dropoff,2024,4,35637,10.48113970295765,0,Brooklyn,Red Hook,Boro Zone,false,0.1545
195,dropoff,2024,5,40632,10.612311212481082,0,Brooklyn,Red Hook,Boro Zone,false,0.1545
195,dropoff,2024,6,41816,10.641034320392757,0,Brooklyn,Red Hook,Boro Zone,false,0.1545
195,dropoff,2025,2,36350,10.500949482961666,1,Brooklyn,Red Hook,Boro Zone,false,0.1545
195,dropoff,2025,3,40454,10.607920805113041,1,Brooklyn,Red Hook,Boro Zone,false,0.1545
195,dropoff,2025,4,38551,10.559737318992255,1,Brooklyn,Red Hook,Boro Zone,false,0.1545
195,dropoff,2025,5,49539,10.810515517131098,1,Brooklyn,Red Hook,Boro Zone,false,0.1545
195,dropoff,2025,6,43788,10.687115086224448,1,Brooklyn,Red Hook,Boro Zone,false,0.1545
195,pickup,2024,2,31814,10.367661723458307,0,Brooklyn,Red Hook,Boro Zone,false,0.1667
195,pickup,2024,3,36704,10.510641019929098,0,Brooklyn,Red Hook,Boro Zone,false,0.1667
195,pickup,2024,4,34868,10.459324782131466,0,Brooklyn,Red Hook,Boro Zone,false,0.1667
195,pickup,2024,5,39249,10.577681245178987,0,Brooklyn,Red Hook,Boro Zone,false,0.1667
195,pickup,2024,6,40904,10.618983136759836,0,Brooklyn,Red Hook,Boro Zone,false,0.1667
195,pickup,2025,2,33856,10.429871515217972,1,Brooklyn,Red Hook,Boro Zone,false,0.1667
195,pickup,2025,3,39050,10.572598155267832,1,Brooklyn,Red Hook,Boro Zone,false,0.1667
195,pickup,2025,4,37611,10.535051839784135,1,Brooklyn,Red Hook,Boro Zone,false,0.1667
195,pickup,2025,5,48067,10.78035114995359,1,Brooklyn,Red Hook,Boro Zone,false,0.1667
195,pickup,2025,6,43149,10.672414521272,1,Brooklyn,Red Hook,Boro Zone,false,0.1667
196,dropoff,2024,2,43820,10.687845613149458,0,Queens,Rego Park,Boro Zone,false,0.0777
196,dropoff,2024,3,47380,10.765955477712776,0,Queens,Rego Park,Boro Zone,false,0.0777
196,dropoff,2024,4,43715,10.68544657161499,0,Queens,Rego Park,Boro Zone,false,0.0777
196,dropoff,2024,5,46228,10.741340954095332,0,Queens,Rego Park,Boro Zone,false,0.0777
196,dropoff,2024,6,45786,10.731733646517688,0,Queens,Rego Park,Boro Zone,false,0.0777
196,dropoff,2025,2,47197,10.762085610231633,1,Queens,Rego Park,Boro Zone,false,0.0777
196,dropoff,2025,3,48950,10.798554647958657,1,Queens,Rego Park,Boro Zone,false,0.0777
196,dropoff,2025,4,47356,10.765448806531527,1,Queens,Rego Park,Boro Zone,false,0.0777
196,dropoff,2025,5,51314,10.845718898410636,1,Queens,Rego Park,Boro Zone,false,0.0777
196,dropoff,2025,6,50083,10.821436908133153,1,Queens,Rego Park,Boro Zone,false,0.0777
196,pickup,2024,2,46796,10.753553008167492,0,Queens,Rego Park,Boro Zone,false,0.0529
196,pickup,2024,3,50354,10.82683333888396,0,Queens,Rego Park,Boro Zone,false,0.0529
196,pickup,2024,4,46918,10.756156676112958,0,Queens,Rego Park,Boro Zone,false,0.0529
196,pickup,2024,5,49315,10.805983573388094,0,Queens,Rego Park,Boro Zone,false,0.0529
196,pickup,2024,6,49681,10.813377845229255,0,Queens,Rego Park,Boro Zone,false,0.0529
196,pickup,2025,2,49704,10.813840691743529,1,Queens,Rego Park,Boro Zone,false,0.0529
196,pickup,2025,3,52014,10.859268192096696,1,Queens,Rego Park,Boro Zone,false,0.0529
196,pickup,2025,4,50254,10.824845424743302,1,Queens,Rego Park,Boro Zone,false,0.0529
196,pickup,2025,5,54835,10.912083955194309,1,Queens,Rego Park,Boro Zone,false,0.0529
196,pickup,2025,6,53738,10.891875665250666,1,Queens,Rego Park,Boro Zone,false,0.0529
197,dropoff,2024,2,73155,11.200335756812263,0,Queens,Richmond Hill,Boro Zone,false,0.0256
197,dropoff,2024,3,82333,11.318527278350814,0,Queens,Richmond Hill,Boro Zone,false,0.0256
197,dropoff,2024,4,77213,11.25432311561861,0,Queens,Richmond Hill,Boro Zone,false,0.0256
197,dropoff,2024,5,81237,11.305126087390619,0,Queens,Richmond Hill,Boro Zone,false,0.0256
197,dropoff,2024,6,78447,11.270178516512194,0,Queens,Richmond Hill,Boro Zone,false,0.0256
197,dropoff,2025,2,77342,11.255992424666598,1,Queens,Richmond Hill,Boro Zone,false,0.0256
197,dropoff,2025,3,83263,11.329759551807744,1,Queens,Richmond Hill,Boro Zone,false,0.0256
197,dropoff,2025,4,80396,11.294719702685642,1,Queens,Richmond Hill,Boro Zone,false,0.0256
197,dropoff,2025,5,86445,11.367263652538876,1,Queens,Richmond Hill,Boro Zone,false,0.0256
197,dropoff,2025,6,82327,11.318454400906349,1,Queens,Richmond Hill,Boro Zone,false,0.0256
197,pickup,2024,2,80455,11.29545330089325,0,Queens,Richmond Hill,Boro Zone,false,0.0188
197,pickup,2024,3,90426,11.41228711564773,0,Queens,Richmond Hill,Boro Zone,false,0.0188
197,pickup,2024,4,84845,11.348581341406927,0,Queens,Richmond Hill,Boro Zone,false,0.0188
197,pickup,2024,5,89215,11.39880446586553,0,Queens,Richmond Hill,Boro Zone,false,0.0188
197,pickup,2024,6,85881,11.360717896079558,0,Queens,Richmond Hill,Boro Zone,false,0.0188
197,pickup,2025,2,83960,11.338095773934569,1,Queens,Richmond Hill,Boro Zone,false,0.0188
197,pickup,2025,3,90506,11.413171425832921,1,Queens,Richmond Hill,Boro Zone,false,0.0188
197,pickup,2025,4,88001,11.385103457032141,1,Queens,Richmond Hill,Boro Zone,false,0.0188
197,pickup,2025,5,93656,11.447383774159508,1,Queens,Richmond Hill,Boro Zone,false,0.0188
197,pickup,2025,6,89233,11.399006205308515,1,Queens,Richmond Hill,Boro Zone,false,0.0188
198,dropoff,2024,2,121511,11.70776007264412,0,Queens,Ridgewood,Boro Zone,false,0.0985
198,dropoff,2024,3,134283,11.807704792220635,0,Queens,Ridgewood,Boro Zone,false,0.0985
198,dropoff,2024,4,123153,11.721182763787903,0,Queens,Ridgewood,Boro Zone,false,0.0985
198,dropoff,2024,5,131515,11.786876192535711,0,Queens,Ridgewood,Boro Zone,false,0.0985
198,dropoff,2024,6,129309,11.769960167906039,0,Queens,Ridgewood,Boro Zone,false,0.0985
198,dropoff,2025,2,125550,11.740459364585732,1,Queens,Ridgewood,Boro Zone,false,0.0985
198,dropoff,2025,3,130448,11.778729958902693,1,Queens,Ridgewood,Boro Zone,false,0.0985
198,dropoff,2025,4,124141,11.729173295356498,1,Queens,Ridgewood,Boro Zone,false,0.0985
198,dropoff,2025,5,138503,11.838647265024761,1,Queens,Ridgewood,Boro Zone,false,0.0985
198,dropoff,2025,6,134041,11.805901002282981,1,Queens,Ridgewood,Boro Zone,false,0.0985
198,pickup,2024,2,116625,11.666718938149645,0,Queens,Ridgewood,Boro Zone,false,0.0668
198,pickup,2024,3,130106,11.776104781807662,0,Queens,Ridgewood,Boro Zone,false,0.0668
198,pickup,2024,4,117404,11.673376257345966,0,Queens,Ridgewood,Boro Zone,false,0.0668
198,pickup,2024,5,124831,11.734716101507827,0,Queens,Ridgewood,Boro Zone,false,0.0668
198,pickup,2024,6,124611,11.732952163942832,0,Queens,Ridgewood,Boro Zone,false,0.0668
198,pickup,2025,2,123341,11.722708156182472,1,Queens,Ridgewood,Boro Zone,false,0.0668
198,pickup,2025,3,127599,11.756647812871522,1,Queens,Ridgewood,Boro Zone,false,0.0668
198,pickup,2025,4,120599,11.700226271366882,1,Queens,Ridgewood,Boro Zone,false,0.0668
198,pickup,2025,5,134636,11.810330119570132,1,Queens,Ridgewood,Boro Zone,false,0.0668
198,pickup,2025,6,131056,11.783379991755384,1,Queens,Ridgewood,Boro Zone,false,0.0668
199,dropoff,2024,2,1,0.0,0,Bronx,Rikers Island,Boro Zone,false,0.0
199,dropoff,2024,3,1,0.0,0,Bronx,Rikers Island,Boro Zone,false,0.0
199,dropoff,2024,4,1,0.0,0,Bronx,Rikers Island,Boro Zone,false,0.0
199,dropoff,2025,2,1,0.0,1,Bronx,Rikers Island,Boro Zone,false,0.0
199,pickup,2024,2,5,1.6094379124341003,0,Bronx,Rikers Island,Boro Zone,false,0.0645
199,pickup,2024,3,7,1.9459101490553132,0,Bronx,Rikers Island,Boro Zone,false,0.0645
199,pickup,2024,4,8,2.0794415416798357,0,Bronx,Rikers Island,Boro Zone,false,0.0645
199,pickup,2024,5,1,0.0,0,Bronx,Rikers Island,Boro Zone,false,0.0645
199,pickup,2024,6,10,2.302585092994046,0,Bronx,Rikers Island,Boro Zone,false,0.0645
199,pickup,2025,2,4,1.3862943611198906,1,Bronx,Rikers Island,Boro Zone,false,0.0645
199,pickup,2025,3,9,2.1972245773362196,1,Bronx,Rikers Island,Boro Zone,false,0.0645
199,pickup,2025,4,7,1.9459101490553132,1,Bronx,Rikers Island,Boro Zone,false,0.0645
199,pickup,2025,5,8,2.0794415416798357,1,Bronx,Rikers Island,Boro Zone,false,0.0645
199,pickup,2025,6,8,2.0794415416798357,1,Bronx,Rikers Island,Boro Zone,false,0.0645
200,dropoff,2024,2,37136,10.522342128514218,0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.093
200,dropoff,2024,3,37785,10.53966747745482,0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.093
200,dropoff,2024,4,38366,10.554926929696283,0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.093
200,dropoff,2024,5,42325,10.653133207001336,0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.093
200,dropoff,2024,6,36506,10.50523190962273,0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.093
200,dropoff,2025,2,38070,10.547181849376543,1,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.093
200,dropoff,2025,3,39534,10.584916340141875,1,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.093
200,dropoff,2025,4,39710,10.589358324125298,1,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.093
200,dropoff,2025,5,43816,10.687754326463557,1,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.093
200,dropoff,2025,6,38618,10.561473768002484,1,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.093
200,pickup,2024,2,39056,10.572751792632742,0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.0819
200,pickup,2024,3,40220,10.602119663326643,0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.0819
200,pickup,2024,4,40324,10.604702104173832,0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.0819
200,pickup,2024,5,44066,10.693443789024133,0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.0819
200,pickup,2024,6,37832,10.540910584323711,0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.0819
200,pickup,2025,2,40040,10.597634233429156,1,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.0819
200,pickup,2025,3,42106,10.647945527330501,1,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.0819
200,pickup,2025,4,42837,10.665157494098406,1,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.0819
200,pickup,2025,5,46707,10.751649325357784,1,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.0819
200,pickup,2025,6,41333,10.629416491370417,1,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,false,0.0819
201,dropoff,2024,2,10645,9.27284557732758,0,Queens,Rockaway Park,Boro Zone,false,0.0534
201,dropoff,2024,3,13667,9.5227394469648,0,Queens,Rockaway Park,Boro Zone,false,0.0534
201,dropoff,2024,4,11392,9.340666633651757,0,Queens,Rockaway Park,Boro Zone,false,0.0534
201,dropoff,2024,5,14565,9.586376669393536,0,Queens,Rockaway Park,Boro Zone,false,0.0534
201,dropoff,2024,6,17964,9.796125034207629,0,Queens,Rockaway Park,Boro Zone,false,0.0534
201,dropoff,2025,2,10801,9.287394001418473,1,Queens,Rockaway Park,Boro Zone,false,0.0534
201,dropoff,2025,3,13079,9.478763169489152,1,Queens,Rockaway Park,Boro Zone,false,0.0534
201,dropoff,2025,4,11365,9.338293736286644,1,Queens,Rockaway Park,Boro Zone,false,0.0534
201,dropoff,2025,5,14663,9.59308259297708,1,Queens,Rockaway Park,Boro Zone,false,0.0534
201,dropoff,2025,6,17100,9.746833742490752,1,Queens,Rockaway Park,Boro Zone,false,0.0534
201,pickup,2024,2,9948,9.205126804923296,0,Queens,Rockaway Park,Boro Zone,false,0.0267
201,pickup,2024,3,12942,9.468233115617211,0,Queens,Rockaway Park,Boro Zone,false,0.0267
201,pickup,2024,4,10895,9.29605924737872,0,Queens,Rockaway Park,Boro Zone,false,0.0267
201,pickup,2024,5,14151,9.557540571952371,0,Queens,Rockaway Park,Boro Zone,false,0.0267
201,pickup,2024,6,18292,9.814219084777946,0,Queens,Rockaway Park,Boro Zone,false,0.0267
201,pickup,2025,2,10221,9.232199706329077,1,Queens,Rockaway Park,Boro Zone,false,0.0267
201,pickup,2025,3,12834,9.45985317831046,1,Queens,Rockaway Park,Boro Zone,false,0.0267
201,pickup,2025,4,11153,9.319463798994537,1,Queens,Rockaway Park,Boro Zone,false,0.0267
201,pickup,2025,5,14364,9.572480355345974,1,Queens,Rockaway Park,Boro Zone,false,0.0267
201,pickup,2025,6,17559,9.773321917959331,1,Queens,Rockaway Park,Boro Zone,false,0.0267
202,dropoff,2024,2,16425,9.706559843352812,0,Manhattan,Roosevelt Island,Boro Zone,false,0.2491
202,dropoff,2024,3,18802,9.841718526138497,0,Manhattan,Roosevelt Island,Boro Zone,false,0.2491
202,dropoff,2024,4,14914,9.61005564810374,0,Manhattan,Roosevelt Island,Boro Zone,false,0.2491
202,dropoff,2024,5,16478,9.709781436875536,0,Manhattan,Roosevelt Island,Boro Zone,false,0.2491
202,dropoff,2024,6,15850,9.670924779305427,0,Manhattan,Roosevelt Island,Boro Zone,false,0.2491
202,dropoff,2025,2,13904,9.539931847505173,1,Manhattan,Roosevelt Island,Boro Zone,false,0.2491
202,dropoff,2025,3,14912,9.609921536925372,1,Manhattan,Roosevelt Island,Boro Zone,false,0.2491
202,dropoff,2025,4,14763,9.599879329534089,1,Manhattan,Roosevelt Island,Boro Zone,false,0.2491
202,dropoff,2025,5,16353,9.70216664573239,1,Manhattan,Roosevelt Island,Boro Zone,false,0.2491
202,dropoff,2025,6,15169,9.627009150591672,1,Manhattan,Roosevelt Island,Boro Zone,false,0.2491
202,pickup,2024,2,13891,9.53899642739739,0,Manhattan,Roosevelt Island,Boro Zone,false,0.1958
202,pickup,2024,3,15579,9.653679132512428,0,Manhattan,Roosevelt Island,Boro Zone,false,0.1958
202,pickup,2024,4,13112,9.481283120423665,0,Manhattan,Roosevelt Island,Boro Zone,false,0.1958
202,pickup,2024,5,14053,9.550591175100745,0,Manhattan,Roosevelt Island,Boro Zone,false,0.1958
202,pickup,2024,6,14073,9.552013346996567,0,Manhattan,Roosevelt Island,Boro Zone,false,0.1958
202,pickup,2025,2,12570,9.439068301584292,1,Manhattan,Roosevelt Island,Boro Zone,false,0.1958
202,pickup,2025,3,13444,9.506288188844996,1,Manhattan,Roosevelt Island,Boro Zone,false,0.1958
202,pickup,2025,4,13030,9.47500967011889,1,Manhattan,Roosevelt Island,Boro Zone,false,0.1958
202,pickup,2025,5,14641,9.591581091193483,1,Manhattan,Roosevelt Island,Boro Zone,false,0.1958
202,pickup,2025,6,13957,9.543736453508645,1,Manhattan,Roosevelt Island,Boro Zone,false,0.1958
203,dropoff,2024,2,26926,10.20084764153918,0,Queens,Rosedale,Boro Zone,false,0.0142
203,dropoff,2024,3,29890,10.305279255277984,0,Queens,Rosedale,Boro Zone,false,0.0142
203,dropoff,2024,4,27507,10.22219579671801,0,Queens,Rosedale,Boro Zone,false,0.0142
203,dropoff,2024,5,28959,10.273636315516725,0,Queens,Rosedale,Boro Zone,false,0.0142
203,dropoff,2024,6,27921,10.23713437285382,0,Queens,Rosedale,Boro Zone,false,0.0142
203,dropoff,2025,2,27167,10.20975828042422,1,Queens,Rosedale,Boro Zone,false,0.0142
203,dropoff,2025,3,30307,10.319133987918043,1,Queens,Rosedale,Boro Zone,false,0.0142
203,dropoff,2025,4,28533,10.258816591150495,1,Queens,Rosedale,Boro Zone,false,0.0142
203,dropoff,2025,5,31439,10.355804439421526,1,Queens,Rosedale,Boro Zone,false,0.0142
203,dropoff,2025,6,30648,10.330322686380486,1,Queens,Rosedale,Boro Zone,false,0.0142
203,pickup,2024,2,35678,10.482289531311213,0,Queens,Rosedale,Boro Zone,false,0.0076
203,pickup,2024,3,39440,10.582535808716571,0,Queens,Rosedale,Boro Zone,false,0.0076
203,pickup,2024,4,36744,10.51173022600563,0,Queens,Rosedale,Boro Zone,false,0.0076
203,pickup,2024,5,38337,10.554170766276814,0,Queens,Rosedale,Boro Zone,false,0.0076
203,pickup,2024,6,37943,10.543840312582256,0,Queens,Rosedale,Boro Zone,false,0.0076
203,pickup,2025,2,38104,10.548074542480697,1,Queens,Rosedale,Boro Zone,false,0.0076
203,pickup,2025,3,41802,10.640699464258175,1,Queens,Rosedale,Boro Zone,false,0.0076
203,pickup,2025,4,39685,10.588728561524976,1,Queens,Rosedale,Boro Zone,false,0.0076
203,pickup,2025,5,43104,10.67137107921009,1,Queens,Rosedale,Boro Zone,false,0.0076
203,pickup,2025,6,42099,10.647779266419246,1,Queens,Rosedale,Boro Zone,false,0.0076
204,dropoff,2024,2,4156,8.332308352219117,0,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0554
204,dropoff,2024,3,4934,8.503905297089302,0,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0554
204,dropoff,2024,4,4501,8.412054873292933,0,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0554
204,dropoff,2024,5,4998,8.516793111394898,0,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0554
204,dropoff,2024,6,5223,8.560827228436299,0,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0554
204,dropoff,2025,2,4645,8.443546651247939,1,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0554
204,dropoff,2025,3,5294,8.574329382787047,1,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0554
204,dropoff,2025,4,5026,8.522379718103538,1,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0554
204,dropoff,2025,5,5572,8.625509334899697,1,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0554
204,dropoff,2025,6,5533,8.618485442898109,1,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0554
204,pickup,2024,2,4501,8.412054873292933,0,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0246
204,pickup,2024,3,5221,8.560444233410552,0,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0246
204,pickup,2024,4,4890,8.494947582468917,0,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0246
204,pickup,2024,5,5292,8.573951525234847,0,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0246
204,pickup,2024,6,5471,8.607216694063826,0,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0246
204,pickup,2025,2,4983,8.513787398281405,1,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0246
204,pickup,2025,3,5573,8.625688787569537,1,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0246
204,pickup,2025,4,5173,8.551208070003515,1,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0246
204,pickup,2025,5,5701,8.648396877031582,1,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0246
204,pickup,2025,6,5870,8.677609912822142,1,Staten Island,Rossville/Woodrow,Boro Zone,false,0.0246
205,dropoff,2024,2,64761,11.078458849302987,0,Queens,Saint Albans,Boro Zone,false,0.0152
205,dropoff,2024,3,73577,11.206087755878668,0,Queens,Saint Albans,Boro Zone,false,0.0152
205,dropoff,2024,4,68657,11.13687837249461,0,Queens,Saint Albans,Boro Zone,false,0.0152
205,dropoff,2024,5,72333,11.189035735548938,0,Queens,Saint Albans,Boro Zone,false,0.0152
205,dropoff,2024,6,72261,11.188039843520903,0,Queens,Saint Albans,Boro Zone,false,0.0152
205,dropoff,2025,2,69244,11.14539177769662,1,Queens,Saint Albans,Boro Zone,false,0.0152
205,dropoff,2025,3,76867,11.249831934653027,1,Queens,Saint Albans,Boro Zone,false,0.0152
205,dropoff,2025,4,73164,11.200458775695816,1,Queens,Saint Albans,Boro Zone,false,0.0152
205,dropoff,2025,5,77931,11.263579098784021,1,Queens,Saint Albans,Boro Zone,false,0.0152
205,dropoff,2025,6,75769,11.235444517002772,1,Queens,Saint Albans,Boro Zone,false,0.0152
205,pickup,2024,2,75001,11.225256725762893,0,Queens,Saint Albans,Boro Zone,false,0.0105
205,pickup,2024,3,85954,11.361567548413387,0,Queens,Saint Albans,Boro Zone,false,0.0105
205,pickup,2024,4,80092,11.29093125291254,0,Queens,Saint Albans,Boro Zone,false,0.0105
205,pickup,2024,5,84528,11.344838119404097,0,Queens,Saint Albans,Boro Zone,false,0.0105
205,pickup,2024,6,84625,11.345985010214577,0,Queens,Saint Albans,Boro Zone,false,0.0105
205,pickup,2025,2,80680,11.298245992068148,1,Queens,Saint Albans,Boro Zone,false,0.0105
205,pickup,2025,3,89569,11.402764556954535,1,Queens,Saint Albans,Boro Zone,false,0.0105
205,pickup,2025,4,85198,11.35273323836348,1,Queens,Saint Albans,Boro Zone,false,0.0105
205,pickup,2025,5,91320,11.422125100643731,1,Queens,Saint Albans,Boro Zone,false,0.0105
205,pickup,2025,6,88081,11.386012124647282,1,Queens,Saint Albans,Boro Zone,false,0.0105
206,dropoff,2024,2,41686,10.637920620001616,0,Staten Island,Saint George/New Brighton,Boro Zone,false,0.017
206,dropoff,2024,3,47167,10.761449774510156,0,Staten Island,Saint George/New Brighton,Boro Zone,false,0.017
206,dropoff,2024,4,41964,10.644567386851376,0,Staten Island,Saint George/New Brighton,Boro Zone,false,0.017
206,dropoff,2024,5,44521,10.703716266952133,0,Staten Island,Saint George/New Brighton,Boro Zone,false,0.017
206,dropoff,2024,6,42951,10.667815210028436,0,Staten Island,Saint George/New Brighton,Boro Zone,false,0.017
206,dropoff,2025,2,41755,10.63957448358733,1,Staten Island,Saint George/New Brighton,Boro Zone,false,0.017
206,dropoff,2025,3,45449,10.724346097163354,1,Staten Island,Saint George/New Brighton,Boro Zone,false,0.017
